# Lunar Core 2.4.0 Handbook
# Created 2024/07/31 19:31:06


# Commands
/account {create | delete} [username] (reserved player uid). 创建或删除帐户。
/avatar {cur | all | lineup} lv(level) p(ascension) e(eidolon) s(skill levels). 设置当前角色的属性
/clear {relics | lightcones | materials | items} lv(filter level). 从目标玩家的库存中移除过滤物品。
/energy. 补充当前阵容中的所有角色能量。
/gender {male | female}。设置玩家性别。
/give [item id] x(amount) lv(level) r(rank) p(promotion). 给予目标玩家一件物品。
/giveall {materials | avatars | lightcones | relics | usables} lv(level). 向目标玩家提供物品。
/heal. 治疗你的角色。
/help. 显示可用命令的列表。
/kick @[player id]. 将一名玩家踢出服务器。
/lineup [avatar ids]. 使用风险自负！使用指定的头像 ID 设置您当前的阵容。
/mail [content]. 向目标玩家发送系统邮件。
431010001 : [Level 40] 公司雇员
431010002 : [Level 50] 公司雇员
431010003 : [Level 58] 公司雇员
431010004 : [Level 67] 公司雇员
431010005 : [Level 76] 公司雇员
431010006 : [Level 82] 公司雇员
431010010 : [Level 40] 公司雇员
431010011 : [Level 40] 公司雇员
431010012 : [Level 50] 公司雇员
431010013 : [Level 58] 公司雇员
431010014 : [Level 67] 公司雇员
431010015 : [Level 76] 公司雇员
431010016 : [Level 82] 公司雇员
431010030 : [Level 40] 公司雇员
431010031 : [Level 40] 公司雇员
431010032 : [Level 50] 公司雇员
431010033 : [Level 58] 公司雇员
431010034 : [Level 67] 公司雇员
431010035 : [Level 76] 公司雇员
431010036 : [Level 82] 公司雇员
431010040 : [Level 40] 公司雇员
431010041 : [Level 40] 公司雇员
431010042 : [Level 50] 公司雇员
431010043 : [Level 58] 公司雇员
431010044 : [Level 67] 公司雇员
431010045 : [Level 76] 公司雇员
431010046 : [Level 82] 公司雇员
431010060 : [Level 40] 公司雇员
431010061 : [Level 40] 公司雇员
431010062 : [Level 50] 公司雇员
431010063 : [Level 58] 公司雇员
431010064 : [Level 67] 公司雇员
431010065 : [Level 76] 公司雇员
431010066 : [Level 82] 公司雇员
431010070 : [Level 40] 公司雇员
431010071 : [Level 40] 公司雇员
431010072 : [Level 50] 公司雇员
431010073 : [Level 58] 公司雇员
431010074 : [Level 67] 公司雇员
431010075 : [Level 76] 公司雇员
431010076 : [Level 82] 公司雇员
431030061 : [Level 1] 裂界造物
431030062 : [Level 1] 裂界造物
431030063 : [Level 1] 裂界造物
431030064 : [Level 1] 裂界造物
431030065 : [Level 1] 裂界造物
431030066 : [Level 1] 裂界造物
432010010 : [Level 40] 
432010011 : [Level 40] 
432010012 : [Level 50] 
432010013 : [Level 58] 
432010014 : [Level 67] 
432010015 : [Level 76] 
432010016 : [Level 82] 
432010030 : [Level 40] 
432010031 : [Level 40] 
432010032 : [Level 50] 
432010033 : [Level 58] 
432010034 : [Level 67] 
432010035 : [Level 76] 
432010036 : [Level 82] 
432010050 : [Level 40] 
432010051 : [Level 40] 
432010052 : [Level 50] 
432010053 : [Level 58] 
432010054 : [Level 67] 
432010055 : [Level 76] 
432010056 : [Level 82] 
432010060 : [Level 40] 
432010061 : [Level 40] 
432010062 : [Level 50] 
432010063 : [Level 58] 
432010064 : [Level 67] 
432010065 : [Level 76] 
432010066 : [Level 82] 
432010070 : [Level 40] 
432010071 : [Level 40] 
432010072 : [Level 50] 
432010073 : [Level 58] 
432010074 : [Level 67] 
432010075 : [Level 76] 
432010076 : [Level 82] 
432020010 : [Level 40] 孽物军团
432020011 : [Level 40] 孽物军团
432020012 : [Level 50] 孽物军团
432020013 : [Level 58] 孽物军团
432020014 : [Level 67] 孽物军团
432020015 : [Level 76] 孽物军团
432020016 : [Level 82] 孽物军团
432020020 : [Level 40] 孽物军团
432020021 : [Level 40] 孽物军团
432020022 : [Level 50] 孽物军团
432020023 : [Level 58] 孽物军团
432020024 : [Level 67] 孽物军团
432020025 : [Level 76] 孽物军团
432020026 : [Level 82] 孽物军团
432020040 : [Level 40] 孽物军团
432020041 : [Level 40] 孽物军团
432020042 : [Level 50] 孽物军团
432020043 : [Level 58] 孽物军团
432020044 : [Level 67] 孽物军团
432020045 : [Level 76] 孽物军团
432020046 : [Level 82] 孽物军团
432020050 : [Level 40] 「药王秘传」炼形者
432020051 : [Level 40] 「药王秘传」炼形者
432020052 : [Level 50] 「药王秘传」炼形者
432020053 : [Level 58] 「药王秘传」炼形者
432020054 : [Level 67] 「药王秘传」炼形者
432020055 : [Level 76] 「药王秘传」炼形者
432020056 : [Level 82] 「药王秘传」炼形者
432020070 : [Level 40] 
432020071 : [Level 40] 
432020072 : [Level 50] 
432020073 : [Level 58] 
432020074 : [Level 67] 
432020075 : [Level 76] 
432020076 : [Level 82] 
433102010 : [Level 40] 
433102011 : [Level 40] 
433102012 : [Level 50] 
433102013 : [Level 58] 
433102014 : [Level 67] 
433102015 : [Level 76] 
433102016 : [Level 82] 
433102020 : [Level 40] 
433102021 : [Level 40] 
433102022 : [Level 50] 
433102023 : [Level 58] 
433102024 : [Level 67] 
433102025 : [Level 76] 
433102026 : [Level 82] 
433122010 : [Level 40] 
433122011 : [Level 40] 
433122012 : [Level 50] 
433122013 : [Level 58] 
433122014 : [Level 67] 
433122015 : [Level 76] 
433122016 : [Level 82] 
433122110 : [Level 40] 公司雇员
433122111 : [Level 40] 公司雇员
433122112 : [Level 50] 公司雇员
433122113 : [Level 58] 公司雇员
433122114 : [Level 67] 公司雇员
433122115 : [Level 76] 公司雇员
433122116 : [Level 82] 公司雇员
433122120 : [Level 40] 公司雇员
433122121 : [Level 40] 公司雇员
433122122 : [Level 50] 公司雇员
433122123 : [Level 58] 公司雇员
433122124 : [Level 67] 公司雇员
433122125 : [Level 76] 公司雇员
433122126 : [Level 82] 公司雇员
433122130 : [Level 40] 公司雇员
433122131 : [Level 40] 公司雇员
433122132 : [Level 50] 公司雇员
433122133 : [Level 58] 公司雇员
433122134 : [Level 67] 公司雇员
433122135 : [Level 76] 公司雇员
433122136 : [Level 82] 公司雇员
433122210 : [Level 40] 公司雇员
433122211 : [Level 40] 公司雇员
433122212 : [Level 50] 公司雇员
433122213 : [Level 58] 公司雇员
433122214 : [Level 67] 公司雇员
433122215 : [Level 76] 公司雇员
433122216 : [Level 82] 公司雇员
433122220 : [Level 40] 公司雇员
433122221 : [Level 40] 公司雇员
433122222 : [Level 50] 公司雇员
433122223 : [Level 58] 公司雇员
433122224 : [Level 67] 公司雇员
433122225 : [Level 76] 公司雇员
433122226 : [Level 82] 公司雇员
433132010 : [Level 40] 
433132011 : [Level 40] 
433132012 : [Level 50] 
433132013 : [Level 58] 
433132014 : [Level 67] 
433132015 : [Level 76] 
433132016 : [Level 82] 
433132020 : [Level 40] 银鬃铁卫
433132021 : [Level 40] 银鬃铁卫
433132022 : [Level 50] 银鬃铁卫
433132023 : [Level 58] 银鬃铁卫
433132024 : [Level 67] 银鬃铁卫
433132025 : [Level 76] 银鬃铁卫
433132026 : [Level 82] 银鬃铁卫
433132030 : [Level 40] 银鬃铁卫
433132031 : [Level 40] 银鬃铁卫
433132032 : [Level 50] 银鬃铁卫
433132033 : [Level 58] 银鬃铁卫
433132034 : [Level 67] 银鬃铁卫
433132035 : [Level 76] 银鬃铁卫
433132036 : [Level 82] 银鬃铁卫
433132040 : [Level 40] 银鬃铁卫
433132041 : [Level 40] 银鬃铁卫
433132042 : [Level 50] 银鬃铁卫
433132043 : [Level 58] 银鬃铁卫
433132044 : [Level 67] 银鬃铁卫
433132045 : [Level 76] 银鬃铁卫
433132046 : [Level 82] 银鬃铁卫
433132050 : [Level 40] 银鬃铁卫
433132051 : [Level 40] 银鬃铁卫
433132052 : [Level 50] 银鬃铁卫
433132053 : [Level 58] 银鬃铁卫
433132054 : [Level 67] 银鬃铁卫
433132055 : [Level 76] 银鬃铁卫
433132056 : [Level 82] 银鬃铁卫
433132060 : [Level 40] 
433132061 : [Level 40] 
433132062 : [Level 50] 
433132063 : [Level 58] 
433132064 : [Level 67] 
433132065 : [Level 76] 
433132066 : [Level 82] 
433132070 : [Level 40] 
433132071 : [Level 40] 
433132072 : [Level 50] 
433132073 : [Level 58] 
433132074 : [Level 67] 
433132075 : [Level 76] 
433132076 : [Level 82] 
433222010 : [Level 40] 
433222011 : [Level 40] 
433222012 : [Level 50] 
433222013 : [Level 58] 
433222014 : [Level 67] 
433222015 : [Level 76] 
433222016 : [Level 82] 
433222020 : [Level 40] 
433222021 : [Level 40] 
433222022 : [Level 50] 
433222023 : [Level 58] 
433222024 : [Level 67] 
433222025 : [Level 76] 
433222026 : [Level 82] 
433222040 : [Level 40] 忆域迷因
433222041 : [Level 40] 忆域迷因
433222042 : [Level 50] 忆域迷因
433222043 : [Level 58] 忆域迷因
433222044 : [Level 67] 忆域迷因
433222045 : [Level 76] 忆域迷因
433222046 : [Level 82] 忆域迷因
433222050 : [Level 40] 忆域迷因
433222051 : [Level 40] 忆域迷因
433222052 : [Level 50] 忆域迷因
433222053 : [Level 58] 忆域迷因
433222054 : [Level 67] 忆域迷因
433222055 : [Level 76] 忆域迷因
433222056 : [Level 82] 忆域迷因
440010010 : [Level 36] 
440010011 : [Level 36] 
440010012 : [Level 46] 
440010013 : [Level 56] 
440010014 : [Level 66] 
440010015 : [Level 75] 
440010016 : [Level 81] 
440010020 : [Level 38] 
440010021 : [Level 38] 
440010022 : [Level 48] 
440010023 : [Level 57] 
440010024 : [Level 67] 
440010025 : [Level 76] 
440010026 : [Level 82] 
440010030 : [Level 40] 
440010031 : [Level 40] 
440010032 : [Level 50] 
440010033 : [Level 58] 
440010034 : [Level 67] 
440010035 : [Level 76] 
440010036 : [Level 82] 
442010010 : [Level 25] 孽物军团
442010011 : [Level 35] 孽物军团
442010012 : [Level 45] 孽物军团
442010013 : [Level 55] 孽物军团
442010014 : [Level 65] 孽物军团
442010015 : [Level 75] 孽物军团
442010016 : [Level 79] 孽物军团
442010020 : [Level 25] 孽物军团
442010021 : [Level 35] 孽物军团
442010022 : [Level 45] 孽物军团
442010023 : [Level 55] 孽物军团
442010024 : [Level 65] 孽物军团
442010025 : [Level 75] 孽物军团
442010026 : [Level 79] 孽物军团
442010030 : [Level 25] 孽物军团
442010031 : [Level 35] 孽物军团
442010032 : [Level 45] 孽物军团
442010033 : [Level 55] 孽物军团
442010034 : [Level 65] 孽物军团
442010035 : [Level 75] 孽物军团
442010036 : [Level 79] 孽物军团
442010040 : [Level 25] 孽物军团
442010041 : [Level 35] 孽物军团
442010042 : [Level 45] 孽物军团
442010043 : [Level 55] 孽物军团
442010044 : [Level 65] 孽物军团
442010045 : [Level 75] 孽物军团
442010046 : [Level 79] 孽物军团
442010110 : [Level 25] 孽物军团
442010111 : [Level 35] 孽物军团
442010112 : [Level 45] 孽物军团
442010113 : [Level 55] 孽物军团
442010114 : [Level 65] 孽物军团
442010115 : [Level 75] 孽物军团
442010116 : [Level 79] 孽物军团
442010120 : [Level 25] 孽物军团
442010121 : [Level 35] 孽物军团
442010122 : [Level 45] 孽物军团
442010123 : [Level 55] 孽物军团
442010124 : [Level 65] 孽物军团
442010125 : [Level 75] 孽物军团
442010126 : [Level 79] 孽物军团
442010130 : [Level 25] 孽物军团
442010131 : [Level 35] 孽物军团
442010132 : [Level 45] 孽物军团
442010133 : [Level 55] 孽物军团
442010134 : [Level 65] 孽物军团
442010135 : [Level 75] 孽物军团
442010136 : [Level 79] 孽物军团
442010140 : [Level 25] 孽物军团
442010141 : [Level 35] 孽物军团
442010142 : [Level 45] 孽物军团
442010143 : [Level 55] 孽物军团
442010144 : [Level 65] 孽物军团
442010145 : [Level 75] 孽物军团
442010146 : [Level 79] 孽物军团
442010210 : [Level 25] 孽物军团
442010211 : [Level 35] 孽物军团
442010212 : [Level 45] 孽物军团
442010213 : [Level 55] 孽物军团
442010214 : [Level 65] 孽物军团
442010215 : [Level 75] 孽物军团
442010216 : [Level 79] 孽物军团
442010220 : [Level 25] 孽物军团
442010221 : [Level 35] 孽物军团
442010222 : [Level 45] 孽物军团
442010223 : [Level 55] 孽物军团
442010224 : [Level 65] 孽物军团
442010225 : [Level 75] 孽物军团
442010226 : [Level 79] 孽物军团
442010230 : [Level 25] 孽物军团
442010231 : [Level 35] 孽物军团
442010232 : [Level 45] 孽物军团
442010233 : [Level 55] 孽物军团
442010234 : [Level 65] 孽物军团
442010235 : [Level 75] 孽物军团
442010236 : [Level 79] 孽物军团
442010310 : [Level 25] 
442010311 : [Level 35] 
442010312 : [Level 45] 
442010313 : [Level 55] 
442010314 : [Level 65] 
442010315 : [Level 75] 
442010316 : [Level 79] 
442010510 : [Level 26] 孽物军团
442010511 : [Level 36] 孽物军团
442010512 : [Level 46] 孽物军团
442010513 : [Level 56] 孽物军团
442010514 : [Level 66] 孽物军团
442010515 : [Level 76] 孽物军团
442010516 : [Level 80] 孽物军团
442010520 : [Level 26] 孽物军团
442010521 : [Level 36] 孽物军团
442010522 : [Level 46] 孽物军团
442010523 : [Level 56] 孽物军团
442010524 : [Level 66] 孽物军团
442010525 : [Level 76] 孽物军团
442010526 : [Level 80] 孽物军团
442010530 : [Level 26] 孽物军团
442010531 : [Level 36] 孽物军团
442010532 : [Level 46] 孽物军团
442010533 : [Level 56] 孽物军团
442010534 : [Level 66] 孽物军团
442010535 : [Level 76] 孽物军团
442010536 : [Level 80] 孽物军团
442010540 : [Level 26] 孽物军团
442010541 : [Level 36] 孽物军团
442010542 : [Level 46] 孽物军团
442010543 : [Level 56] 孽物军团
442010544 : [Level 66] 孽物军团
442010545 : [Level 76] 孽物军团
442010546 : [Level 80] 孽物军团
442010550 : [Level 26] 孽物军团
442010551 : [Level 36] 孽物军团
442010552 : [Level 46] 孽物军团
442010553 : [Level 56] 孽物军团
442010554 : [Level 66] 孽物军团
442010555 : [Level 76] 孽物军团
442010556 : [Level 80] 孽物军团
442010610 : [Level 26] 孽物军团
442010611 : [Level 36] 孽物军团
442010612 : [Level 46] 孽物军团
442010613 : [Level 56] 孽物军团
442010614 : [Level 66] 孽物军团
442010615 : [Level 76] 孽物军团
442010616 : [Level 80] 孽物军团
442010710 : [Level 26] 孽物军团
442010711 : [Level 36] 孽物军团
442010712 : [Level 46] 孽物军团
442010713 : [Level 56] 孽物军团
442010714 : [Level 66] 孽物军团
442010715 : [Level 76] 孽物军团
442010716 : [Level 80] 孽物军团
442010720 : [Level 26] 孽物军团
442010721 : [Level 36] 孽物军团
442010722 : [Level 46] 孽物军团
442010723 : [Level 56] 孽物军团
442010724 : [Level 66] 孽物军团
442010725 : [Level 76] 孽物军团
442010726 : [Level 80] 孽物军团
442010730 : [Level 26] 孽物军团
442010731 : [Level 36] 孽物军团
442010732 : [Level 46] 孽物军团
442010733 : [Level 56] 孽物军团
442010734 : [Level 66] 孽物军团
442010735 : [Level 76] 孽物军团
442010736 : [Level 80] 孽物军团
442010740 : [Level 26] 孽物军团
442010741 : [Level 36] 孽物军团
442010742 : [Level 46] 孽物军团
442010743 : [Level 56] 孽物军团
442010744 : [Level 66] 孽物军团
442010745 : [Level 76] 孽物军团
442010746 : [Level 80] 孽物军团
442010750 : [Level 26] 孽物军团
442010751 : [Level 36] 孽物军团
442010752 : [Level 46] 孽物军团
442010753 : [Level 56] 孽物军团
442010754 : [Level 66] 孽物军团
442010755 : [Level 76] 孽物军团
442010756 : [Level 80] 孽物军团
442010810 : [Level 26] 孽物军团
442010811 : [Level 36] 孽物军团
442010812 : [Level 46] 孽物军团
442010813 : [Level 56] 孽物军团
442010814 : [Level 66] 孽物军团
442010815 : [Level 76] 孽物军团
442010816 : [Level 80] 孽物军团
442010820 : [Level 26] 孽物军团
442010821 : [Level 36] 孽物军团
442010822 : [Level 46] 孽物军团
442010823 : [Level 56] 孽物军团
442010824 : [Level 66] 孽物军团
442010825 : [Level 76] 孽物军团
442010826 : [Level 80] 孽物军团
442010830 : [Level 26] 孽物军团
442010831 : [Level 36] 孽物军团
442010832 : [Level 46] 孽物军团
442010833 : [Level 56] 孽物军团
442010834 : [Level 66] 孽物军团
442010835 : [Level 76] 孽物军团
442010836 : [Level 80] 孽物军团
442010840 : [Level 26] 孽物军团
442010841 : [Level 36] 孽物军团
442010842 : [Level 46] 孽物军团
442010843 : [Level 56] 孽物军团
442010844 : [Level 66] 孽物军团
442010845 : [Level 76] 孽物军团
442010846 : [Level 80] 孽物军团
442010850 : [Level 26] 孽物军团
442010851 : [Level 36] 孽物军团
442010852 : [Level 46] 孽物军团
442010853 : [Level 56] 孽物军团
442010854 : [Level 66] 孽物军团
442010855 : [Level 76] 孽物军团
442010856 : [Level 80] 孽物军团
442010860 : [Level 26] 孽物军团
442010861 : [Level 36] 孽物军团
442010862 : [Level 46] 孽物军团
442010863 : [Level 56] 孽物军团
442010864 : [Level 66] 孽物军团
442010865 : [Level 76] 孽物军团
442010866 : [Level 80] 孽物军团
442010870 : [Level 26] 孽物军团
442010871 : [Level 36] 孽物军团
442010872 : [Level 46] 孽物军团
442010873 : [Level 56] 孽物军团
442010874 : [Level 66] 孽物军团
442010875 : [Level 76] 孽物军团
442010876 : [Level 80] 孽物军团
442010910 : [Level 26] 
442010911 : [Level 36] 
442010912 : [Level 46] 
442010913 : [Level 56] 
442010914 : [Level 66] 
442010915 : [Level 76] 
442010916 : [Level 80] 
442012010 : [Level 27] 次元扑满
442012011 : [Level 37] 次元扑满
442012012 : [Level 47] 次元扑满
442012013 : [Level 57] 次元扑满
442012014 : [Level 67] 次元扑满
442012015 : [Level 77] 次元扑满
442012016 : [Level 81] 次元扑满
442012110 : [Level 27] 次元扑满
442012111 : [Level 37] 次元扑满
442012112 : [Level 47] 次元扑满
442012113 : [Level 57] 次元扑满
442012114 : [Level 67] 次元扑满
442012115 : [Level 77] 次元扑满
442012116 : [Level 81] 次元扑满
442012120 : [Level 27] 次元扑满
442012121 : [Level 37] 次元扑满
442012122 : [Level 47] 次元扑满
442012123 : [Level 57] 次元扑满
442012124 : [Level 67] 次元扑满
442012125 : [Level 77] 次元扑满
442012126 : [Level 81] 次元扑满
442012130 : [Level 27] 次元扑满
442012131 : [Level 37] 次元扑满
442012132 : [Level 47] 次元扑满
442012133 : [Level 57] 次元扑满
442012134 : [Level 67] 次元扑满
442012135 : [Level 77] 次元扑满
442012136 : [Level 81] 次元扑满
442012140 : [Level 27] 次元扑满
442012141 : [Level 37] 次元扑满
442012142 : [Level 47] 次元扑满
442012143 : [Level 57] 次元扑满
442012144 : [Level 67] 次元扑满
442012145 : [Level 77] 次元扑满
442012146 : [Level 81] 次元扑满
442012150 : [Level 27] 次元扑满
442012151 : [Level 37] 次元扑满
442012152 : [Level 47] 次元扑满
442012153 : [Level 57] 次元扑满
442012154 : [Level 67] 次元扑满
442012155 : [Level 77] 次元扑满
442012156 : [Level 81] 次元扑满
442012210 : [Level 27] 次元扑满
442012211 : [Level 37] 次元扑满
442012212 : [Level 47] 次元扑满
442012213 : [Level 57] 次元扑满
442012214 : [Level 67] 次元扑满
442012215 : [Level 77] 次元扑满
442012216 : [Level 81] 次元扑满
442020010 : [Level 25] 承露天人
442020011 : [Level 32] 承露天人
442020012 : [Level 43] 承露天人
442020013 : [Level 55] 承露天人
442020014 : [Level 66] 承露天人
442020015 : [Level 77] 承露天人
442020016 : [Level 85] 承露天人
442020110 : [Level 25] 裂界造物
442020111 : [Level 32] 裂界造物
442020112 : [Level 43] 裂界造物
442020113 : [Level 55] 裂界造物
442020114 : [Level 66] 裂界造物
442020115 : [Level 77] 裂界造物
442020116 : [Level 85] 裂界造物
442020210 : [Level 25] 云骑巡防士卒
442020211 : [Level 32] 云骑巡防士卒
442020212 : [Level 43] 云骑巡防士卒
442020213 : [Level 55] 云骑巡防士卒
442020214 : [Level 66] 云骑巡防士卒
442020215 : [Level 77] 云骑巡防士卒
442020216 : [Level 85] 云骑巡防士卒
442020310 : [Level 25] 金人司阍
442020311 : [Level 32] 金人司阍
442020312 : [Level 43] 金人司阍
442020313 : [Level 55] 金人司阍
442020314 : [Level 66] 金人司阍
442020315 : [Level 77] 金人司阍
442020316 : [Level 85] 金人司阍
443011010 : [Level 40] 忆域迷因
443011011 : [Level 40] 忆域迷因
443011012 : [Level 50] 忆域迷因
443011013 : [Level 58] 忆域迷因
443011014 : [Level 67] 忆域迷因
443011015 : [Level 76] 忆域迷因
443011016 : [Level 82] 忆域迷因
443011020 : [Level 40] 忆域迷因
443011021 : [Level 40] 忆域迷因
443011022 : [Level 50] 忆域迷因
443011023 : [Level 58] 忆域迷因
443011024 : [Level 67] 忆域迷因
443011025 : [Level 76] 忆域迷因
443011026 : [Level 82] 忆域迷因
443011030 : [Level 40] 忆域迷因
443011031 : [Level 40] 忆域迷因
443011032 : [Level 50] 忆域迷因
443011033 : [Level 58] 忆域迷因
443011034 : [Level 67] 忆域迷因
443011035 : [Level 76] 忆域迷因
443011036 : [Level 82] 忆域迷因
443012010 : [Level 40] 忆域迷因
443012011 : [Level 40] 忆域迷因
443012012 : [Level 50] 忆域迷因
443012013 : [Level 58] 忆域迷因
443012014 : [Level 67] 忆域迷因
443012015 : [Level 76] 忆域迷因
443012016 : [Level 82] 忆域迷因
443012020 : [Level 40] 忆域迷因
443012021 : [Level 40] 忆域迷因
443012022 : [Level 50] 忆域迷因
443012023 : [Level 58] 忆域迷因
443012024 : [Level 67] 忆域迷因
443012025 : [Level 76] 忆域迷因
443012026 : [Level 82] 忆域迷因
443012030 : [Level 40] 忆域迷因
443012031 : [Level 40] 忆域迷因
443012032 : [Level 50] 忆域迷因
443012033 : [Level 58] 忆域迷因
443012034 : [Level 67] 忆域迷因
443012035 : [Level 76] 忆域迷因
443012036 : [Level 82] 忆域迷因
443013010 : [Level 40] 惊梦剧团
443013011 : [Level 40] 惊梦剧团
443013012 : [Level 50] 惊梦剧团
443013013 : [Level 58] 惊梦剧团
443013014 : [Level 67] 惊梦剧团
443013015 : [Level 76] 惊梦剧团
443013016 : [Level 82] 惊梦剧团
443013020 : [Level 40] 惊梦剧团
443013021 : [Level 40] 惊梦剧团
443013022 : [Level 50] 惊梦剧团
443013023 : [Level 58] 惊梦剧团
443013024 : [Level 67] 惊梦剧团
443013025 : [Level 76] 惊梦剧团
443013026 : [Level 82] 惊梦剧团
443013030 : [Level 40] 惊梦剧团
443013031 : [Level 40] 惊梦剧团
443013032 : [Level 50] 惊梦剧团
443013033 : [Level 58] 惊梦剧团
443013034 : [Level 67] 惊梦剧团
443013035 : [Level 76] 惊梦剧团
443013036 : [Level 82] 惊梦剧团
443050020 : [Level 40] 忆域迷因
443050021 : [Level 40] 忆域迷因
443050022 : [Level 50] 忆域迷因
443050023 : [Level 58] 忆域迷因
443050024 : [Level 67] 忆域迷因
443050025 : [Level 76] 忆域迷因
443050026 : [Level 82] 忆域迷因
443050030 : [Level 40] 忆域迷因
443050031 : [Level 40] 忆域迷因
443050032 : [Level 50] 忆域迷因
443050033 : [Level 58] 忆域迷因
443050034 : [Level 67] 忆域迷因
443050035 : [Level 76] 忆域迷因
443050036 : [Level 82] 忆域迷因
830008010 : [Level 28] 忆域迷因
830008011 : [Level 38] 忆域迷因
830008012 : [Level 48] 忆域迷因
830008013 : [Level 58] 忆域迷因
830008014 : [Level 68] 忆域迷因
830008015 : [Level 76] 忆域迷因
830008016 : [Level 81] 忆域迷因
830008020 : [Level 28] 惊梦剧团
830008021 : [Level 38] 惊梦剧团
830008022 : [Level 48] 惊梦剧团
830008023 : [Level 58] 惊梦剧团
830008024 : [Level 68] 惊梦剧团
830008025 : [Level 76] 惊梦剧团
830008026 : [Level 81] 惊梦剧团
830008030 : [Level 28] 惊梦剧团
830008031 : [Level 38] 惊梦剧团
830008032 : [Level 48] 惊梦剧团
830008033 : [Level 58] 惊梦剧团
830008034 : [Level 68] 惊梦剧团
830008035 : [Level 76] 惊梦剧团
830008036 : [Level 81] 惊梦剧团
830009010 : [Level 29] 炽燃徘徊者
830009011 : [Level 39] 炽燃徘徊者
830009012 : [Level 49] 炽燃徘徊者
830009013 : [Level 59] 炽燃徘徊者
830009014 : [Level 69] 炽燃徘徊者
830009015 : [Level 77] 炽燃徘徊者
830009016 : [Level 82] 炽燃徘徊者
830009020 : [Level 30] 「药王秘传」炼形者
830009021 : [Level 40] 「药王秘传」炼形者
830009022 : [Level 50] 「药王秘传」炼形者
830009023 : [Level 60] 「药王秘传」炼形者
830009024 : [Level 70] 「药王秘传」炼形者
830009025 : [Level 78] 「药王秘传」炼形者
830009026 : [Level 83] 「药王秘传」炼形者
899990010 : [Level 20] 银鬃尉官（错误）
899990011 : [Level 36] 银鬃尉官（错误）
899990012 : [Level 46] 银鬃尉官（错误）
899990013 : [Level 56] 银鬃尉官（错误）
899990014 : [Level 66] 银鬃尉官（错误）
899990015 : [Level 76] 银鬃尉官（错误）
899990016 : [Level 82] 银鬃尉官（错误）
899990020 : [Level 20] 自动机兵•灰熊（错误）
899990021 : [Level 36] 自动机兵•灰熊（错误）
899990022 : [Level 46] 自动机兵•灰熊（错误）
899990023 : [Level 56] 自动机兵•灰熊（错误）
899990024 : [Level 66] 自动机兵•灰熊（错误）
899990025 : [Level 76] 自动机兵•灰熊（错误）
899990026 : [Level 82] 自动机兵•灰熊（错误）
899990030 : [Level 20] 自动机兵•齿狼（错误）
899990031 : [Level 36] 自动机兵•齿狼（错误）
899990032 : [Level 46] 自动机兵•齿狼（错误）
899990033 : [Level 56] 自动机兵•齿狼（错误）
899990034 : [Level 66] 自动机兵•齿狼（错误）
899990035 : [Level 76] 自动机兵•齿狼（错误）
899990036 : [Level 82] 自动机兵•齿狼（错误）
899990040 : [Level 20] 炽燃徘徊者（错误）
899990041 : [Level 36] 炽燃徘徊者（错误）
899990042 : [Level 46] 炽燃徘徊者（错误）
899990043 : [Level 56] 炽燃徘徊者（错误）
899990044 : [Level 66] 炽燃徘徊者（错误）
899990045 : [Level 76] 炽燃徘徊者（错误）
899990046 : [Level 82] 炽燃徘徊者（错误）
899990050 : [Level 20] 深寒徘徊者（错误）
899990051 : [Level 36] 深寒徘徊者（错误）
899990052 : [Level 46] 深寒徘徊者（错误）
899990053 : [Level 56] 深寒徘徊者（错误）
899990054 : [Level 66] 深寒徘徊者（错误）
899990055 : [Level 76] 深寒徘徊者（错误）
899990056 : [Level 82] 深寒徘徊者（错误）
899990060 : [Level 20] 外宇宙之冰（错误）
899990061 : [Level 36] 外宇宙之冰（错误）
899990062 : [Level 46] 外宇宙之冰（错误）
899990063 : [Level 56] 外宇宙之冰（错误）
899990064 : [Level 66] 外宇宙之冰（错误）
899990065 : [Level 76] 外宇宙之冰（错误）
899990066 : [Level 82] 外宇宙之冰（错误）
899990070 : [Level 20] 外宇宙之炎（错误）
899990071 : [Level 36] 外宇宙之炎（错误）
899990072 : [Level 46] 外宇宙之炎（错误）
899990073 : [Level 56] 外宇宙之炎（错误）
899990074 : [Level 66] 外宇宙之炎（错误）
899990075 : [Level 76] 外宇宙之炎（错误）
899990076 : [Level 82] 外宇宙之炎（错误）
899990080 : [Level 20] 守护者之影（错误）
899990081 : [Level 36] 守护者之影（错误）
899990082 : [Level 46] 守护者之影（错误）
899990083 : [Level 56] 守护者之影（错误）
899990084 : [Level 66] 守护者之影（错误）
899990085 : [Level 76] 守护者之影（错误）
899990086 : [Level 82] 守护者之影（错误）
899990090 : [Level 20] 蚕食者之影（错误）
899990091 : [Level 36] 蚕食者之影（错误）
899990092 : [Level 46] 蚕食者之影（错误）
899990093 : [Level 56] 蚕食者之影（错误）
899990094 : [Level 66] 蚕食者之影（错误）
899990095 : [Level 76] 蚕食者之影（错误）
899990096 : [Level 82] 蚕食者之影（错误）
899990100 : [Level 20] 虚卒•践踏者（错误）
899990101 : [Level 36] 虚卒•践踏者（错误）
899990102 : [Level 46] 虚卒•践踏者（错误）
899990103 : [Level 56] 虚卒•践踏者（错误）
899990104 : [Level 66] 虚卒•践踏者（错误）
